Timestamp,Lat,Lon,Angle,Distance
2025-03-30 12:56:03,423652137,-711365962,329.25,16.13
2025-03-30 12:56:04,423652136,-711365962,329.31,16.16
2025-03-30 12:56:05,423652134,-711365962,329.45,16.23
2025-03-30 12:56:06,423652133,-711365961,329.43,16.27
2025-03-30 12:56:07,423652130,-711365961,329.62,16.36
2025-03-30 12:56:08,423652127,-711365960,329.74,16.47
2025-03-30 12:56:09,423652122,-711365959,329.97,16.64
2025-03-30 12:56:10,423652118,-711365958,330.14,16.78
2025-03-30 12:56:11,423652115,-711365956,330.17,16.91
2025-03-30 12:56:12,423652114,-711365955,330.15,16.95
2025-03-30 12:56:13,423652113,-711365953,330.05,17.01
2025-03-30 12:56:14,423652115,-711365951,329.77,16.97
2025-03-30 12:56:15,423652115,-711365949,329.62,17.0
2025-03-30 12:56:16,423652116,-711365948,329.48,16.98
2025-03-30 12:56:17,423652117,-711365948,329.41,16.95
2025-03-30 12:56:18,423652118,-711365947,329.27,16.93
2025-03-30 12:56:19,423652120,-711365946,329.07,16.88
2025-03-30 12:56:20,423652123,-711365947,328.95,16.78
2025-03-30 12:56:21,423652125,-711365948,328.9,16.7
2025-03-30 12:56:22,423652126,-711365948,328.84,16.67
2025-03-30 12:56:23,423652129,-711365949,328.72,16.56
2025-03-30 12:56:24,423652131,-711365951,328.75,16.47
2025-03-30 12:56:25,423652131,-711365953,328.91,16.44
2025-03-30 12:56:26,423652132,-711365956,329.09,16.37
2025-03-30 12:56:27,423652131,-711365959,329.4,16.36
2025-03-30 12:56:28,423652131,-711365961,329.56,16.33
2025-03-30 12:56:29,423652131,-711365964,329.8,16.29
2025-03-30 12:56:30,423652131,-711365967,330.05,16.25
2025-03-30 12:56:31,423652130,-711365969,330.28,16.26
2025-03-30 12:56:32,423652130,-711365970,330.36,16.24
2025-03-30 12:56:33,423652129,-711365973,330.67,16.24
2025-03-30 12:56:34,423652131,-711365973,330.55,16.17
2025-03-30 12:56:35,423652131,-711365974,330.63,16.16
2025-03-30 12:56:36,423652129,-711365974,330.76,16.22
2025-03-30 12:56:37,423652127,-711365974,330.88,16.29
2025-03-30 12:56:38,423652123,-711365974,331.13,16.41
2025-03-30 12:56:39,423652118,-711365976,331.6,16.55
2025-03-30 12:56:40,423652114,-711365976,331.84,16.68
2025-03-30 12:56:41,423652111,-711365977,332.1,16.76
